"User-ID";"ISBN";"Book-Rating"
"196";"051E";"3"
"22";"076V";"1"
"53";"084V";"2"
"18";"080V";"2"
"56";"087V";"4"
"20";"013V";"0"
"92";"050V";"5"
"101";"017V";"0"
"191";"053E";"3"
"107";"028V";"3"
"114";"080V";"0"
"15";"022V";"1"
"177";"065E";"4"
"119";"084V";"4"
"112";"030V";"1"
"46";"010V";"5"
"134";"054E";"5"
"110";"036V";"3"
"74";"045V";"5"
"116";"015V";"3"
"06";"078V";"2"
"83";"079V";"3"
"82";"024V";"1"
"112";"097V";"0"
"116";"023V";"0"
"36";"040V";"3"
"86";"094V";"5"
"06";"091V";"1"
"98";"040V";"3"
"78";"042V";"5"
"184";"074E";"4"
"68";"048V";"1"
"22";"076V";"1"
"102";"086V";"0"
"93";"077V";"5"
"196";"057E";"3"
"99";"078V";"4"
"63";"038V";"1"
"169";"071E";"4"
"179";"059E";"0"
"155";"071E";"4"
"160";"059E";"0"
"77";"008V";"1"
"75";"099V";"5"
"20";"085V";"2"
"56";"016V";"5"
"117";"037V";"1"
"34";"031V";"0"
"178";"051E";"1"
"193";"054E";"2"
"133";"063E";"1"
"06";"089V";"1"
"37";"038V";"2"
"21";"049V";"2"
"32";"044V";"3"
"163";"074E";"1"
"76";"047V";"4"
"195";"053E";"4"
"150";"074E";"2"
"02";"014V";"3"
"64";"098V";"0"
"46";"091V";"1"
"105";"077V";"3"
"18";"090V";"3"
"89";"033V";"1"
"82";"094V";"2"
"157";"060E";"5"
"76";"085V";"4"
"23";"086V";"5"
"11";"097V";"3"
"33";"013V";"1"
"06";"089V";"4"
"185";"062E";"3"
"133";"074E";"2"
"107";"080V";"5"
"69";"014V";"1"
"179";"072E";"4"
"148";"072E";"0"
"45";"003V";"0"
"81";"042V";"1"
"05";"100V";"1"
"97";"099V";"3"
"135";"054E";"5"
"156";"075E";"3"
"138";"075E";"5"
"33";"022V";"5"
"19";"026V";"0"
"146";"067E";"2"
"155";"053E";"4"
"158";"058E";"4"
"05";"014V";"2"
"147";"061E";"5"
"101";"092V";"5"
"62";"080V";"3"
"57";"022V";"2"
"190";"073E";"5"
"60";"009V";"3"
"01";"085V";"4"
"34";"092V";"4"
"06";"092V";"0"
"68";"042V";"5"
"178";"069E";"2"
"128";"059E";"3"
"171";"074E";"0"
"42";"076V";"1"
"170";"066E";"2"
"187";"075E";"2"
"70";"041V";"4"
"54";"044V";"0"
"148";"064E";"3"
"25";"082V";"3"
"68";"007V";"0"
"124";"059E";"1"
"140";"068E";"4"
"83";"082V";"1"
"157";"054E";"4"
"138";"059E";"3"
"107";"022V";"3"
"98";"050V";"5"
"11";"038V";"2"
"200";"059E";"0"
"76";"079V";"1"
"43";"010V";"0"
"117";"037V";"0"
"97";"089V";"5"
"39";"082V";"1"
"40";"090V";"4"
"26";"084V";"1"
"197";"071E";"5"
"137";"066E";"2"
"189";"060E";"3"
"75";"026V";"0"
"51";"024V";"2"
"23";"033V";"0"
"34";"088V";"4"
"19";"022V";"0"
"14";"082V";"5"
"181";"054E";"5"
"75";"096V";"2"
"07";"091V";"5"
"140";"065E";"2"
"12";"002V";"0"
"105";"027V";"3"
"22";"049V";"1"
"154";"058E";"2"
"59";"046V";"5"
"172";"052E";"5"
"100";"098V";"5"
"170";"055E";"3"
"93";"012V";"5"
"162";"073E";"5"
"43";"027V";"3"
"96";"045V";"2"
"83";"084V";"1"
"166";"055E";"5"
"64";"016V";"1"
"18";"003V";"3"
"60";"047V";"5"
"69";"004V";"1"
"11";"085V";"5"
"66";"096V";"1"
"112";"095V";"2"
"20";"034V";"4"
"101";"015V";"1"
"111";"021V";"5"
"148";"064E";"4"
"28";"097V";"4"
"16";"003V";"1"
"166";"061E";"4"
"128";"072E";"1"
"05";"024V";"0"
"70";"022V";"2"
"35";"041V";"0"
"48";"028V";"5"
"54";"046V";"1"
"188";"052E";"3"
"103";"092V";"1"
"149";"051E";"5"
"05";"085V";"1"
"28";"033V";"3"
"185";"068E";"5"
"123";"063E";"5"
"101";"017V";"3"
"74";"087V";"0"
"165";"057E";"0"
"15";"086V";"3"
"85";"022V";"1"
"89";"036V";"0"
"73";"028V";"4"
"59";"081V";"5"
"58";"085V";"1"
"94";"097V";"0"
"127";"056E";"4"
"177";"060E";"5"
"75";"084V";"3"
"162";"061E";"4"
"99";"095V";"5"
"131";"051E";"3"
"87";"092V";"4"
"133";"056E";"5"
"79";"018V";"1"
"11";"100V";"4"
"113";"081V";"4"
"11";"089V";"5"
"78";"092V";"4"
"42";"036V";"0"
"115";"080V";"4"
"50";"032V";"3"
"188";"072E";"3"
"147";"059E";"4"
"56";"095V";"5"
"103";"017V";"4"
"131";"069E";"1"
"36";"047V";"3"
"153";"055E";"0"
"01";"095V";"0"
"155";"060E";"5"
"30";"083V";"3"
"108";"097V";"0"
"81";"088V";"3"
"71";"009V";"2"
"100";"088V";"2"
"02";"078V";"3"
"54";"078V";"1"
"185";"052E";"5"
"33";"019V";"1"
"195";"054E";"4"
"82";"079V";"4"
"134";"072E";"2"
"171";"073E";"1"
"77";"026V";"3"
"14";"090V";"0"
"22";"020V";"5"
"38";"040V";"5"
"54";"020V";"4"
"22";"085V";"1"
"143";"052E";"1"
"70";"081V";"5"
"75";"088V";"0"
"64";"045V";"2"
"183";"064E";"2"
"10";"081V";"5"
"186";"052E";"2"
"105";"016V";"4"
"65";"089V";"1"
"24";"040V";"2"
"39";"014V";"3"
"182";"054E";"0"
"55";"037V";"4"
"140";"055E";"0"
"197";"073E";"1"
"02";"003V";"3"
"139";"067E";"3"
"91";"078V";"4"
"13";"077V";"3"
"83";"025V";"3"
"45";"098V";"3"
"06";"076V";"5"
"171";"057E";"2"
"82";"049V";"3"
"109";"023V";"2"
"12";"089V";"5"
"103";"044V";"0"
"117";"080V";"0"
"23";"094V";"5"
"172";"068E";"0"
"122";"064E";"4"
"11";"009V";"5"
"136";"058E";"2"
"93";"083V";"2"
"113";"027V";"2"
"08";"098V";"1"
"87";"080V";"4"
"74";"092V";"3"
"186";"068E";"4"
"159";"074E";"5"
"152";"056E";"3"
"165";"075E";"2"
"50";"015V";"0"
"198";"064E";"0"
"192";"059E";"2"
"139";"068E";"5"
"192";"057E";"1"
"32";"034V";"5"
"130";"056E";"5"
"06";"037V";"2"
"08";"034V";"5"
"09";"086V";"1"
"191";"061E";"4"
"94";"045V";"0"
"44";"014V";"2"
"10";"004V";"0"
"85";"038V";"5"
"15";"043V";"4"
"58";"037V";"4"
"153";"065E";"5"
"104";"035V";"0"
"64";"009V";"0"
"52";"078V";"4"
"108";"097V";"1"
"155";"052E";"0"
"183";"056E";"3"
"02";"098V";"4"
"119";"078V";"1"
"34";"097V";"2"
"95";"098V";"2"
"24";"100V";"5"
"72";"094V";"3"
"182";"061E";"2"
"195";"074E";"1"
"145";"068E";"5"
"192";"060E";"2"
"117";"001V";"5"
"18";"038V";"5"
"183";"060E";"5"
"79";"007V";"1"
"165";"075E";"3"
"83";"090V";"4"
"39";"089V";"3"
"177";"069E";"5"
"18";"006V";"1"
"139";"062E";"1"
"104";"028V";"3"
"39";"081V";"0"
"112";"097V";"1"
"182";"069E";"5"
"76";"015V";"3"
"90";"091V";"3"
"88";"078V";"0"
"26";"077V";"2"
"50";"083V";"3"
"114";"090V";"3"
"101";"010V";"1"
"99";"030V";"5"
"186";"054E";"1"
"46";"050V";"4"
"03";"076V";"0"
"83";"081V";"4"
"84";"039V";"1"
"43";"009V";"3"
"120";"004V";"4"
"125";"070E";"3"
"191";"068E";"5"
"16";"047V";"3"
"103";"077V";"1"
"13";"083V";"0"
"46";"050V";"4"
"05";"018V";"2"
"84";"083V";"0"
"191";"055E";"5"
"70";"045V";"0"
"47";"093V";"1"
"31";"008V";"4"
"94";"087V";"0"
"195";"073E";"3"
"193";"069E";"3"
"152";"072E";"4"
"79";"008V";"3"
"187";"058E";"5"
"33";"024V";"0"
"157";"064E";"5"
"157";"072E";"1"
"157";"073E";"2"
"88";"086V";"2"
"108";"087V";"1"
"58";"035V";"1"
"85";"089V";"1"
"134";"055E";"0"
"142";"055E";"0"
"140";"075E";"2"
"89";"024V";"5"
"50";"023V";"1"
"192";"063E";"4"
"11";"100V";"4"
"141";"059E";"2"
"107";"084V";"2"
"154";"056E";"0"
"53";"095V";"4"
"144";"059E";"4"
"100";"077V";"4"
"13";"095V";"2"
"170";"074E";"4"
"19";"037V";"0"
"156";"063E";"2"
"03";"008V";"5"
"29";"077V";"0"
"100";"076V";"0"
"143";"072E";"3"
"126";"070E";"4"
"111";"013V";"1"
"62";"086V";"2"
"18";"045V";"4"
"119";"044V";"4"
"13";"094V";"3"
"42";"004V";"0"
"123";"054E";"5"
"53";"002V";"0"
"61";"024V";"4"
"54";"035V";"1"
"24";"094V";"2"
"81";"089V";"5"
"145";"069E";"4"
"19";"028V";"1"
"107";"041V";"2"
"69";"017V";"0"
"22";"040V";"4"
"39";"086V";"1"
"110";"082V";"2"
"148";"070E";"5"
"90";"087V";"1"
"146";"066E";"4"
"149";"051E";"4"
"28";"016V";"5"
"82";"040V";"1"
"98";"089V";"1"
"155";"052E";"5"
"50";"022V";"0"
"113";"096V";"1"
"181";"071E";"5"
"132";"062E";"2"
"58";"089V";"5"
"135";"051E";"1"
"156";"071E";"3"
"35";"001V";"5"
"74";"012V";"0"
"113";"033V";"2"
"07";"045V";"4"
"15";"089V";"4"
"156";"070E";"4"
"08";"099V";"0"
"163";"065E";"3"
"11";"077V";"4"
"78";"047V";"4"
"17";"099V";"1"
"117";"095V";"2"
"100";"004V";"3"
"128";"055E";"0"
"07";"007V";"5"
"46";"094V";"5"
"106";"025V";"3"
"56";"017V";"3"
"04";"078V";"5"
"50";"011V";"2"
"73";"010V";"0"
"10";"092V";"5"
"108";"090V";"3"
"106";"035V";"3"
"108";"087V";"0"
"100";"081V";"4"
"166";"070E";"5"
"167";"051E";"0"
"170";"059E";"2"
"187";"051E";"5"
"182";"075E";"2"
"62";"078V";"0"
"99";"020V";"4"
"33";"086V";"2"
"100";"086V";"0"
"73";"039V";"4"
"195";"069E";"0"
"125";"052E";"3"
"27";"077V";"3"
"187";"056E";"0"
"188";"073E";"0"
"191";"075E";"5"
"156";"072E";"1"
"134";"061E";"3"
"170";"051E";"5"
"73";"041V";"4"
"06";"018V";"0"
"79";"100V";"1"
"148";"071E";"2"
"71";"090V";"2"
"59";"096V";"3"
"04";"024V";"2"
"08";"022V";"1"
"18";"086V";"0"
"100";"085V";"1"
"125";"060E";"4"
"197";"073E";"4"
"93";"089V";"1"
"79";"089V";"3"
"17";"087V";"1"
"01";"016V";"2"
"190";"061E";"4"
"18";"021V";"2"
"182";"063E";"5"
"156";"073E";"0"
"106";"100V";"2"
"81";"080V";"2"
"83";"024V";"5"
"41";"098V";"5"
"16";"032V";"2"
"126";"069E";"4"
"126";"062E";"1"
"160";"072E";"5"
"69";"080V";"4"
"165";"059E";"1"
"28";"020V";"3"
"150";"073E";"4"
"141";"060E";"4"
"170";"058E";"3"
"04";"048V";"1"
"09";"084V";"0"
"07";"078V";"5"
"143";"057E";"4"
"61";"011V";"2"
"50";"022V";"4"
"117";"012V";"0"
"129";"061E";"0"
"75";"091V";"2"
"105";"031V";"3"
"22";"029V";"4"
"40";"094V";"5"
"116";"100V";"4"
"101";"088V";"2"
"13";"038V";"4"
"04";"096V";"1"
"164";"066E";"2"
"10";"086V";"3"
"179";"056E";"1"
"55";"084V";"3"
"123";"057E";"3"
"128";"061E";"2"
"32";"076V";"0"
"165";"074E";"0"
"136";"051E";"5"
"70";"092V";"0"
"52";"098V";"4"
"56";"003V";"1"
"29";"050V";"2"
"159";"060E";"4"
"69";"002V";"1"
"54";"088V";"3"
"146";"068E";"2"
"164";"051E";"2"
"184";"055E";"4"
"21";"098V";"5"
"146";"071E";"1"
"58";"087V";"4"
"196";"055E";"5"
"126";"060E";"2"
"61";"094V";"4"
"91";"096V";"4"
"09";"100V";"5"
"46";"085V";"2"
"171";"074E";"2"
"51";"027V";"3"
"115";"089V";"0"
"03";"087V";"1"
"117";"100V";"3"
"11";"015V";"2"
"177";"065E";"1"
"33";"005V";"4"
"169";"068E";"2"
"144";"071E";"1"
"149";"064E";"4"
"83";"081V";"5"
"81";"097V";"5"
"09";"030V";"1"
"110";"040V";"1"
"134";"053E";"4"
"24";"097V";"0"
"120";"013V";"4"
"76";"096V";"0"
"49";"091V";"5"
"51";"087V";"2"
"120";"100V";"0"
"30";"038V";"5"
"18";"080V";"2"
"58";"086V";"0"
"133";"063E";"2"
"105";"082V";"1"
"191";"073E";"2"
"125";"061E";"4"
"135";"062E";"1"
"78";"016V";"0"
"118";"044V";"5"
"139";"064E";"1"
"80";"087V";"3"
"108";"099V";"3"
"26";"007V";"5"
"51";"098V";"1"
"160";"058E";"2"
"01";"029V";"2"
"79";"024V";"4"
"108";"040V";"1"
"118";"028V";"5"
"54";"010V";"5"
"39";"100V";"0"
"52";"046V";"1"
"109";"078V";"3"
"103";"091V";"0"
"150";"054E";"5"
"88";"002V";"0"
"82";"010V";"5"
"86";"001V";"4"
"138";"058E";"1"
"31";"016V";"1"
"61";"085V";"0"
"23";"089V";"4"
"92";"002V";"1"
"161";"061E";"4"
"155";"052E";"2"
"61";"032V";"0"
"189";"051E";"4"
"42";"077V";"5"
"118";"045V";"5"
"53";"047V";"0"
"163";"066E";"4"
"123";"061E";"4"
"92";"033V";"1"
"41";"078V";"2"
"97";"050V";"5"
"120";"087V";"1"
"21";"084V";"5"
"27";"012V";"3"
"138";"070E";"5"
"121";"055E";"2"
"104";"076V";"5"
"158";"061E";"1"
"35";"049V";"1"
"33";"004V";"0"
"30";"086V";"0"
"44";"021V";"4"
"88";"095V";"0"
"139";"055E";"5"
"130";"068E";"0"
"128";"064E";"0"
"86";"029V";"3"
"170";"063E";"0"
"187";"059E";"5"
"64";"087V";"5"
"18";"038V";"0"
"37";"100V";"0"
"68";"019V";"4"
"05";"017V";"1"
"26";"029V";"2"
"77";"001V";"3"
"180";"055E";"0"
"32";"044V";"5"
"101";"093V";"4"
"13";"093V";"2"
"32";"005V";"3"
"150";"060E";"4"
"75";"029V";"1"
"18";"017V";"4"
"95";"031V";"3"
"100";"028V";"1"
"118";"041V";"4"
"193";"075E";"5"
"94";"016V";"4"
"191";"070E";"4"
"33";"012V";"2"
"138";"068E";"1"
"96";"084V";"1"
"24";"083V";"3"
"147";"057E";"4"
"17";"094V";"2"
"78";"034V";"4"
"116";"015V";"4"
"51";"088V";"5"
"93";"076V";"2"
"169";"052E";"2"
"38";"036V";"2"
"116";"010V";"4"
"116";"100V";"3"
"186";"053E";"0"
"191";"051E";"3"
"52";"001V";"5"
"64";"026V";"2"
"131";"058E";"2"
"118";"009V";"0"
"29";"083V";"1"
"101";"002V";"3"
"96";"006V";"4"
"98";"012V";"0"
"113";"078V";"3"
"196";"068E";"4"
"84";"085V";"2"
"55";"085V";"3"
"33";"022V";"2"
"185";"052E";"1"
"118";"008V";"2"
"07";"082V";"3"
"37";"098V";"1"
"36";"033V";"1"
"195";"073E";"5"
"59";"031V";"4"
"53";"016V";"4"
"68";"047V";"2"
"91";"009V";"4"
"83";"093V";"5"
"152";"067E";"0"
"175";"057E";"2"
"125";"062E";"3"
"154";"065E";"5"
"117";"023V";"4"
"176";"057E";"4"
"72";"090V";"2"
"21";"011V";"5"
"34";"097V";"0"
"88";"039V";"0"
"24";"094V";"4"
"73";"035V";"4"
"06";"078V";"4"
"191";"052E";"4"
"178";"067E";"4"
"186";"051E";"0"
"109";"032V";"4"
"131";"058E";"4"
"149";"071E";"5"
"102";"004V";"4"
"10";"032V";"2"
"96";"082V";"1"
"127";"058E";"2"
"03";"043V";"2"
"111";"030V";"1"
"01";"015V";"2"
"183";"075E";"3"
"162";"058E";"5"
"135";"067E";"4"
"52";"089V";"0"
"20";"006V";"1"
"48";"083V";"1"
"05";"023V";"4"
"114";"076V";"5"
"58";"035V";"5"
"105";"100V";"3"
"111";"041V";"3"
"164";"073E";"0"
"74";"029V";"0"
"111";"093V";"5"
"106";"048V";"1"
"17";"023V";"2"
"170";"066E";"5"
"160";"065E";"3"
"77";"076V";"5"
"149";"061E";"2"
"26";"087V";"5"
"127";"057E";"3"
"65";"050V";"0"
"97";"037V";"3"
"10";"099V";"3"
"95";"083V";"1"
"102";"093V";"1"
"30";"086V";"5"
"109";"041V";"2"
"186";"067E";"5"
"13";"002V";"4"
"92";"090V";"4"
"60";"026V";"2"
"113";"077V";"1"
"97";"018V";"0"
"127";"059E";"1"
"15";"081V";"2"
"144";"058E";"3"
"84";"022V";"0"
"112";"031V";"1"
"54";"018V";"3"
"10";"002V";"5"
"83";"046V";"5"
"47";"095V";"2"
"152";"051E";"0"
"143";"069E";"0"
"109";"010V";"5"
"72";"088V";"4"
"114";"033V";"2"
"182";"069E";"3"
